filename,class
e9e56910_S047L 12.jpg,none
e9eab85d_Algometer Pain-2 S032 10.jpg,none
e9ec176e_S061A 07.jpg,mild
e9f6a21e_Neutral S068 06.jpg,none
e9f8565e_Posed Pain S034 09.jpg,mild
e9f9b44e_Posed Pain S064 04.jpg,none
ea02189e_Neutral S044 18.jpg,none
ea061816_Neutra S005 03.jpg,none
ea07b54d_Neutra S005 20.jpg,none
ea0a5269_S005L 20.jpg,none
ea0c29d9_S013L 06.jpg,mild
ea12d78d_Laser Pain S014 10.jpg,none
ea136a10_S011F 11.jpg,mild
ea158872_S017L 22.jpg,none
ea17227c_S058L 06.jpg,none
ea1b1ebb_Algometer Pain S046 10.jpg,mild
ea1e9e4a_S048F 06.jpg,none
ea261893_S025L 12.jpg,none
ea2df63d_S034L 12.jpg,mild
ea2f326c_Laser Pain S026 09.jpg,none
ea3575a3_Neutral S064 19.jpg,none
ea377f5d_Neutral S056 06.jpg,none
ea38d0e1_Neutral S001 12.jpg,none
ea3aefc7_Laser Pain S044 11.jpg,moderate
ea436989_S026N 10.jpg,none
ea478a7c_Neutral S001 21.jpg,none
ea4bbbd8_S009L 21.jpg,mild
ea544afb_S037L 03.jpg,mild
ea54caa5_Posed Pain S044 09.jpg,mild
ea556d86_S002L 05.jpg,none
ea58bc6f_Neutral S030 08.jpg,none
ea59ee9d_S064A 14.jpg,none
ea5a4bbd_Neutral S002 04.jpg,none
ea5e24aa_Posed Pain S058 06.jpg,mild
ea607e97_Neutral S001 14.jpg,none
ea62f889_Algometer Pain S062 21.jpg,none
ea6481ea_S060L 08.jpg,mild
ea66af62_Neutral S049 19.jpg,none
ea68fdc5_Posed Pain S038 16.jpg,none
ea6fe33d_Algometer Pain S059 09.jpg,none
ea7051a1_S043L 05.jpg,none
ea712562_Neutral S014 21.jpg,none
ea7160af_Posed Pain S017 17.jpg,none
ea716bcb_Colour-S028L 04.jpg,none
ea71fe11_Posed Pain S061 15.jpg,none
ea739837_Algometer Pain S062 18.jpg,none
ea745516_Posed Pain S032 15.jpg,mild
ea759e50_Posed Pain S021 04.jpg,mild
ea768dab_S017L 08.jpg,none
ea77a43f_Algometer Pain-1 S032 06.jpg,mild
ea77ed66_S061A 13.jpg,none
ea78a698_Algometer Pain S050 06.jpg,none
ea7cb6f2_Neutral S004 03.jpg,mild
ea7d7f03_S009L 20.jpg,none
ea800f85_S055L 09.jpg,none
ea81e73a_Neutral S001 03.jpg,none
ea846d5c_Laser Pain S044 03.jpg,none
ea8972a1_Posed Pain S038 22.jpg,none
ea8b6f05_S043L 18.jpg,severe pain
ea8c4bd5_S009F 09.jpg,mild
ea8e1d15_Algometer Pain S008 16.jpg,none
ea91a31d_Posed Pain S060 16.jpg,none
ea9f8ec0_Algometer Pain S003 19.jpg,none
eaa4de3a_S057L 18.jpg,none
eaacacc2_S055F 06.jpg,none
eab0575d_Posed Pain S061 07.jpg,mild
eab44dcc_S016A 20.jpg,none
eab82d6e_Algometer Pain S045 03.jpg,none
eab888f5_Algometer Pain S008 07.jpg,none
eab890cc_S040L 13.jpg,none
eaba042a_Posed Pain S013 16.jpg,none
eaba2190_Neutral S040 10.jpg,none
eac2460b_S022F 21.jpg,none
eac68897_Neutral S047 19.jpg,none
eac6bbb6_Algometer Pain S034 20.jpg,mild
eacb0877_S024F 15.jpg,none
eacd4784_Algometer Pain S042 11.jpg,moderate
eace55e2_Neutral S046 17.jpg,none
ead263fa_S067A 21.jpg,none
ead3b16e_Posed Pain S060 16.jpg,none
ead52054_Algometer Pain S008 19.jpg,none
ead6c1ae_Posed Pain S061 17.jpg,none
ead7718b_Posed Pain S056 04.jpg,mild
ead8bd7d_Neutral S039 18.jpg,none
eadbb8e5_Neutral S042 12.jpg,moderate
eae13443_S056L 07.jpg,moderate
eae51e27_Algometer Pain-1 S019 22.jpg,none
eae5342e_Algometer Pain S037 07.jpg,none
eae7dc34_L�ser S019 05.jpg,none
eaef451f_Algometer Pain S012 19.jpg,none
eaf1d533_Algometer Pain S027 08.jpg,mild
eaf3a228_S004L 07.jpg,none
eaf4dc4c_Neutral S058 16.jpg,mild
eaf88e2f_S034N 03.jpg,none
eaff3598_Posed Pain S021 07.jpg,mild
eaff62ec_Neutral S049 05.jpg,none
eafff852_Posed Pain S061 14.jpg,none
eb029b03_Posed Pain S033 06.jpg,none
eb054370_S008L 08.jpg,none
eb06ad09_Neutral S046 17.jpg,mild
eb06cae4_S043A 05.jpg,none
eb0750da_S037L 19.jpg,none
eb0937c0_Posed Pain S031 19.jpg,mild
eb0b9a72_Neutral S038 11.jpg,none
eb0bc29b_S049A 19.jpg,none
eb0bee37_Neutral S024 21.jpg,none
eb0d6ebc_S064A 21.jpg,none
eb0db990_Laser Pain S026 09.jpg,moderate
eb108b4a_S009L 17.jpg,none
eb112eb4_S021A 13.jpg,none
eb1423be_S047L 18.jpg,none
eb19e8bb_Neutral S035 03.jpg,none
eb1a40b4_S008F 05.jpg,moderate
eb1d8ccd_S004A 16.jpg,none
eb1f37ef_S060L 10.jpg,none
eb20ed44_Algometer Pain S044 04.jpg,none
eb2138c4_Neutral S008 18.jpg,none
eb26f9d5_S039L 16.jpg,none
eb28671d_Neutral S012 19.jpg,none
eb293393_S011F 06.jpg,moderate
eb2c4546_Algometer Pain S056 04.jpg,none
eb2c74b2_S058L 16.jpg,none
eb2ff9d0_Neutral S045 07.jpg,moderate
eb323d6d_Neutral S068 07.jpg,none
eb354047_S015F 10.jpg,none
eb3a3ae8_S031L 11.jpg,none
eb3a902f_Neutral S048 06.jpg,none
eb3e7a88_Neutral S057 07.jpg,none
eb405a72_Neutral S053 17.jpg,none
eb49c04e_Algometer Pain S042 14.jpg,none
eb4bbf6b_Posed Pain S020 19.jpg,none
eb51c0a7_S039L 05.jpg,mild
eb520685_S008F 19.jpg,mild
eb5bfb94_Neutral S050 06.jpg,none
eb5c9fcb_Neutral S004 13.jpg,none
eb5cc64e_S008F 20.jpg,none
eb5d1b03_Neutral S053 15.jpg,none
eb60fae7_Posed Pain S053 18.jpg,none
eb648b83_S062L 18.jpg,none
eb6dd636_Posed Pain S014 14.jpg,none
eb6f7922_S004A 05.jpg,none
eb70d22c_S036N 03.jpg,mild
eb73fb33_S026A 15.jpg,mild
eb7748fe_Neutral S066 11.jpg,mild
eb7f2e06_S007F 13.jpg,none
eb7fde8f_Posed Pain S044 21.jpg,mild
eb806d5b_S039L 08.jpg,mild
eb81bbb4_Algometer Pain-1 S019 07.jpg,none
eb88d6be_Algometer Pain S003 22.jpg,mild
eb89333b_Posed Pain S032 16.jpg,none
eb8a6e20_Algometer Pain S051 05.jpg,none
eb8eba05_Neutral S065 14.jpg,none
eb9531a4_Neutral S035 06.jpg,none
eb96e661_Neutral S032 06.jpg,none
eb972149_S009L 21.jpg,none
eb9d7284_Algometer Pain S040 06.jpg,none
eb9da296_Algometer Pain S058 05.jpg,none
eba0e6e7_Neutral S046 20.jpg,none
eba1e481_S065L 16.jpg,none
eba2f025_Laser Pain S036 13.jpg,none
eba678d3_Algometer Pain S056 16.jpg,none
eba6881a_Neutral S045 20.jpg,none
eba6e85b_Neutral S037 01.jpg,none
ebaaa2af_Posed Pain S013 11.jpg,mild
ebab7258_Posed Pain-1 S052 10.jpg,none
ebacb213_Algometer Pain S031 15.jpg,none
ebb0ef17_Neutral S021 13.jpg,none
ebb24ed6_Neutral S038 11.jpg,none
ebb5de62_S053L 10.jpg,none
ebb6877f_Colour-S028L 20.jpg,none
ebb91eed_Algometer Pain S034 11.jpg,mild
ebc07160_Algometer Pain-2 S052 09 (2).jpg,mild
ebc07e2a_S015F 11.jpg,mild
ebc0a149_S065A 10.jpg,none
ebc0ad08_Algometer Pain S027 07.jpg,mild
ebc3ab4a_Algometer Pain-2 S019 09.jpg,mild
ebc52c6d_S010L 15.jpg,mild
ebc9fe2d_Algometer Pain S007 09.jpg,none
ebd169a7_Posed Pain S063 16.jpg,mild
ebdb22b9_Posed Pain S034 06.jpg,none
ebdb3d01_S020L 19.jpg,none
ebdc001d_Neutral S060 15.jpg,none
ebdc4a39_Neutral S009 18.jpg,none
ebdd600c_S027N 05.jpg,none
ebf28bc5_Algometer Pain S029 15.jpg,none
ebf38b14_L�ser S022 04.jpg,none
ebfaa1d0_S003L 20.jpg,none
ebfb7da8_S004A 17.jpg,none
ec04efd3_Neutral S029 13.jpg,none
ec08be03_Fingido S062 10.jpg,none
ec0a9403_Neutral S061 16.jpg,none
ec0dde91_S023F 15.jpg,none
ec11d111_S054L 08.jpg,none
ec125df1_S060A 12.jpg,mild
ec14e75c_S042L 07.jpg,none
ec151dc9_S057A 13.jpg,none
ec1a2522_S022A 09.jpg,none
ec20489a_Posed Pain S032 04.jpg,none
ec27571c_S062L 13.jpg,none
ec28db6d_Neutral S059 02.jpg,none
ec2aa401_S002F 09.jpg,mild
ec30fdff_S068L 21.jpg,none
ec35f3d6_Neutral S056 02.jpg,none
ec3b3603_S062L 11.jpg,none
ec40edb8_Posed Pain-1 S052 15.jpg,none
ec470229_S060A 18.jpg,none
ec4d1c73_S020A 10.jpg,none
ec4d63f6_S012F 07.jpg,moderate
ec529dd5_Laser Pain S015 03.jpg,none
ec57c4b3_Algometer Pain S058 18.jpg,none
ec591e3c_S009L 04.jpg,none
ec62942d_Laser Pain S014 06.jpg,none
ec63cf1c_Posed Pain S056 11.jpg,none
ec64d4d6_Posed Pain S065 12.jpg,none
ec674792_S022A 17.jpg,none
ec6a227c_Neutral S061 07.jpg,none
ec6c2007_S026A 22.jpg,mild
ec70586d_Neutral S029 17.jpg,none
ec70b550_S004A 06.jpg,none
ec795f55_S067L 13.jpg,none
ec7c742e_Neutral S031 22.jpg,none
ec7f470f_S005L 13.jpg,mild
ec82328a_S008F 04.jpg,mild
ec837f16_S018F 07.jpg,mild
ec84763b_Neutral S012 21.jpg,mild
ec87c2d8_S047A 03.jpg,none
ec88d36c_Laser Pain-1 S029 13.jpg,none
ec90b0dd_S004L 13.jpg,none
ec9452dd_L�ser S011 21.jpg,none
ec96f5d6_Algometer Pain S051 22.jpg,mild
ec983b9e_S001F 18.jpg,mild
ec9928f4_S011F 03.jpg,none
ec9a839f_Posed Pain S053 22.jpg,none
ec9b7b12_Algometer Pain S050 17.jpg,moderate
ec9d050f_S049A 10.jpg,none
ec9ece6f_Neutral S007 16.jpg,none
eca12fd4_S022F 05.jpg,none
eca1e58a_Laser Pain-1 S029 08.jpg,moderate
eca2d40c_S052L 12.jpg,severe
eca8e235_Algometer Pain S002 22.jpg,none
ecac0ad7_Neutral S058 16.jpg,none
ecae21de_Neutral S057 03.jpg,none
ecb04327_Laser Pain S036 08.jpg,none
ecbbfe13_Laser Pain S001 16.jpg,none
ecc008fc_S012F 05.jpg,mild
ecc8729c_Colour-S028L 17.jpg,moderate
eccabc01_S007F 17.jpg,none
ecd3482a_Algometer Pain-2 S019 05.jpg,mild
ecd94205_S052L 15.jpg,mild
ecdac96b_S060L 19.jpg,none
ece0111b_Laser Pain S014 17.jpg,mild
ece1f2a4_S060L 18.jpg,none
ece34ec0_Neutral S001 16.jpg,none
ece5e83e_S052L 14.jpg,mild
ecf5682d_S005L 06.jpg,none
ecf6275b_S054L 22.jpg,mild
ecf6436a_Algometer Pain S006 07.jpg,none
ecf6f0b9_Neutral S052 15.jpg,none
ecf7307b_Algometer Pain S068 11.jpg,none
ecff4710_S012L 15.jpg,none
ed00ebad_Algometer Pain S012 15.jpg,none
ed04747a_Posed Pain S058 08.jpg,none
ed078d00_Neutral S037 05.jpg,none
ed0d013b_Neutral S044 16_1.jpg,none
ed0ef66e_Neutral S060 04.jpg,mild
ed10e805_Posed Pain S053 12.jpg,none
ed13cf11_S062L 14.jpg,none
ed1999ad_Algometer Pain S027 10.jpg,mild
ed1ffb3d_Neutral S007 03.jpg,none
ed226103_Algometer Pain S055 10.jpg,none
ed2430d7_Posed Pain S038 09.jpg,none
ed28849f_S024F 10.jpg,none
ed2c739e_S021L 03.jpg,none
ed2e835c_S068F 05.jpg,none
ed365ddc_Posed Pain S033 07.jpg,none
ed37288c_S066A 22.jpg,none
ed37e359_Algometer Pain S029 10.jpg,mild
ed3b8b33_Neutral S011 15.jpg,none
ed3dbcf4_Neutral S033 05.jpg,none
ed4aef22_S063A 07.jpg,none
ed4e3c5b_Neutral S041 11.jpg,none
ed5191c4_Algometer Pain S005 09.jpg,none
ed5ff7ab_Laser Pain S036 21.jpg,none
ed6997bc_Neutral S057 21.jpg,none
ed6b0b7f_Algometer Pain S024 14.jpg,none
ed6b45ce_S057L 09.jpg,none
ed6b65c1_Algometer Pain S024 14.jpg,none
ed6bd3a6_S016L 12.jpg,none
ed6eca18_S006F 22.jpg,none
ed7468f0_S006F 05_1.jpg,none
ed827fca_S038L 18.jpg,none
ed88abc6_Algometer Pain S059 07.jpg,none
ed8ad4b4_S034L 12.jpg,none
ed8ca69e_Neutral S013 17.jpg,none
ed8d05e0_Fingido S062 19.jpg,moderate
ed959968_Posed Pain S020 11.jpg,none
ed96e840_Posed Pain S035 04.jpg,moderate
ed9a3056_S051N 14.jpg,none
ed9b7591_Neutral S046 21.jpg,mild
ed9d3613_S023N 07.jpg,mild
ed9fb025_S002F 20.jpg,none
eda07d03_S005F 14.jpg,mild
eda0b67d_Colour-S011A 04.jpg,moderate
eda45ef6_Neutral S046 19.jpg,mild
eda4e0f3_S002L 12.jpg,none
edb3c6f1_S023N 10.jpg,none
edb802d0_Posed Pain S028 20.jpg,severe pain
edbd3e0a_Neutral S021 12.jpg,none
edbeb07d_S067A 13.jpg,none
edc04f68_Posed Pain S010 02.jpg,mild
edc8e707_Neutral S011 05.jpg,none
edcabad0_Neutral S035 10.jpg,none
edcc4c8a_Neutral S031 12.jpg,none
edcffb88_Neutral S021 07.jpg,none
edd86dc6_Neutral S043 03.jpg,mild
ede30be3_S029F 06.jpg,none
ede4ebab_Posed Pain S038 14.jpg,mild
edee1cc7_S043A 21.jpg,mild
edee9f82_Algometer Pain S018 14.jpg,mild
edf090d0_Neutral S011 03.jpg,mild
edf7af9e_Laser Pain S049 14.jpg,moderate
edf7e481_Laser Pain S049 04.jpg,none
edfac0a4_Algometer Pain S031 18.jpg,none
edffab8b_S050L 10.jpg,none
ee01a41f_S042L 22.jpg,none
ee04af66_L�ser S022 16.jpg,mild
ee04e5e0_Neutral S038 03.jpg,none
ee0871f4_Algometer Pain S058 06.jpg,none
ee0ccac7_S054A 09.jpg,none
ee0e6af2_Neutral S063 07.jpg,none
ee113391_S063L 22.jpg,none
ee13f97d_S010L 20.jpg,none
ee1987a0_Laser Pain S023 05.jpg,none
ee1df065_Algometer Pain S028 17.jpg,none
ee21d86b_S031L 11.jpg,none
ee22fb85_S003F 12.jpg,none
ee23dbc8_S047A 14.jpg,none
ee245186_Algometer Pain S046 07.jpg,mild
ee25904c_Neutral S040 05.jpg,moderate
ee2d1638_Posed Pain S044 03.jpg,none
ee2db4da_Neutral S048 18.jpg,none
ee329777_Algometer Pain-2 S032 07.jpg,moderate
ee35cd8c_S030F 15.jpg,mild
ee375544_Neutral S055 17.jpg,mild
ee413b21_S001F 20.jpg,none
ee45641c_S023N 12.jpg,none
ee4b94ee_L�ser S019 10.jpg,mild
ee4bee5f_Neutral S014 08.jpg,mild
ee4cea38_Neutral S059 06.jpg,mild
ee4daf91_Neutral S038 02.jpg,none
ee50c206_Algometer Pain S035 06.jpg,mild
ee54f179_S024F 11.jpg,none
ee55e890_S020A 20.jpg,mild
ee5b8b52_S036N 05.jpg,none
ee5bff6f_S060L 05.jpg,none
ee648c5f_S019F 06.jpg,mild
ee653dc1_Neutral S065 08.jpg,mild
ee6ad3a1_Algometer Pain S031 04.jpg,mild
ee7078c6_Posed Pain S028 10.jpg,mild
ee75bb6b_Neutral S029 10.jpg,mild
ee76e28d_Posed Pain S025 17.jpg,moderate
ee7994c6_S021L 13.jpg,mild
ee7a07f1_Posed Pain S065 03.jpg,none
ee7b1422_S030F 20.jpg,mild
ee7e1f76_S034L 15.jpg,none
ee7f0bda_Algometer Pain S050 19.jpg,none
ee81335f_Neutral S055 06.jpg,none
ee818892_Algometer Pain S059 19.jpg,none
ee8373e8_S048F 09.jpg,none
ee8f40ee_Algometer Pain S023 10.jpg,none
ee91f2b1_S026A 10.jpg,mild
ee97aa18_Neutral S035 14.jpg,none
ee9eee80_Neutral S061 17.jpg,none
eea139e7_Posed Pain S028 12.jpg,severe pain
eeaaabd7_Posed Pain S047 03.jpg,none
eead9f1f_Neutral S039 12.jpg,none
eeaf334f_Neutral S060 03.jpg,none
eeb02b3b_Posed Pain S035 09.jpg,mild
eeb2ab51_Posed Pain1 27.jpg,none
eeb357d8_S059L 16.jpg,mild
eeb41162_S002L 10.jpg,none
eeb4ae70_Posed Pain S004 07.jpg,none
eebcc1c0_S059L 07.jpg,none
eec51dc7_S032L 18.jpg,none
eec5758f_Posed Pain S047 04.jpg,none
eec6eeb1_S002L 21.jpg,none
eecc692d_Posed Pain S017 18.jpg,mild
eecd13a1_Algometer Pain S023 05.jpg,none
eece721a_S030A 03.jpg,none
eecf7eb3_S036A 14.jpg,none
eecfd3b5_S008L 10.jpg,none
eed25837_Neutral S050 13.jpg,none
eed3273a_S013L 10.jpg,none
eed7b5c5_Posed Pain S060 17.jpg,mild
eed8e84e_Posed Pain S034 06.jpg,none
eedc0075_Neutral S064 16.jpg,none
eedcb629_Posed Pain S036 13.jpg,moderate
eee6c918_Neutral S018 06.jpg,mild
eee97fc6_Algometer Pain S046 09.jpg,none
eeeae80a_S051N 08.jpg,none
eef02e03_S038A 19.jpg,none
eef1e89d_Algometer Pain S029 06.jpg,mild
eef7345c_Laser Pain-2 S029 17.jpg,none
eef79abd_S029F 10.jpg,moderate
eef7dcfe_Algometer Pain S059 16.jpg,none
ef079141_Posed Pain S051 19.jpg,none
ef0a4beb_S028N 21.jpg,none
ef0c89b7_Colour-S011A 18.jpg,mild
ef11c95f_S045L 11.jpg,none
ef12ca74_Neutral S033 14.jpg,none
ef156145_S012L 22.jpg,mild
ef16ef1b_S042L 12.jpg,mild
ef17f1b0_Neutral S055 08.jpg,none
ef187678_Algometer Pain S003 13.jpg,moderate
ef204fdb_Posed Pain S066 10.jpg,mild
ef2545c1_S027N 05.jpg,mild
ef27dea7_Posed Pain S060 20.jpg,mild
ef285161_Neutra S005 21.jpg,none
ef29af68_S015A 09.jpg,none
ef2ff9d4_S068L 12.jpg,none
ef308cd6_Neutral S008 21.jpg,none
ef3267e2_Colour-S011A 09.jpg,mild
ef393131_Algometer Pain S034 15.jpg,none
ef3c73ca_Algometer Pain S045 21.jpg,moderate
ef3fedec_S063L 21.jpg,none
ef4269ec_S051N 06.jpg,mild
ef433041_Neutral S064 11.jpg,none
ef435bc3_S015A 08.jpg,mild
ef43a2a6_S054A 08.jpg,none
ef4aef80_Posed Pain S014 12.jpg,none
ef4afd40_S060L 11.jpg,none
ef4ee1a5_Algometer Pain S035 04.jpg,moderate
ef5885c3_S006F 05.jpg,none
ef5cd6fe_S017L 11.jpg,none
ef6b95c1_Posed Pain S064 10.jpg,none
ef708dff_Neutral S033 15.jpg,none
ef72e58f_Neutral S053 03.jpg,none
ef73e17d_Neutral S012 20.jpg,none
ef75466b_S043L 21.jpg,moderate
ef7a4346_Neutral S062 14.jpg,none
ef7cc326_S037F 03.jpg,none
ef7e6a7a_S022A 19.jpg,none
ef80b538_Algometer Pain S033 20.jpg,none
ef83ccf2_Neutra S005 05.jpg,none
ef8a98c6_Posed Pain S065 15.jpg,none
ef9713b6_S037L 17.jpg,none
ef975a03_Algometer Pain S035 19.jpg,none
ef9b6bba_S016A 04.jpg,none
ef9fcb22_Algometer Pain S037 14.jpg,none
efa009f6_Posed Pain S044 11.jpg,none
efa0971f_S003L 10.jpg,none
efa84890_S059L 12.jpg,mild
efa871a6_S004L 09.jpg,mild
efae39a3_Algometer Pain S037 03.jpg,mild
efb6800e_S055L 17.jpg,none
efb6b005_Neutral S031 04.jpg,none
efbc8af4_S055L 10.jpg,moderate
efbd277b_Neutral S020 07.jpg,none
efbe7181_Posed Pain S032 08.jpg,mild
efbf551a_S015F 11.jpg,none
efc0b8ad_S048F 15.jpg,none
efc3f79d_S007F 10.jpg,none
efc4f9fa_S023F 16.jpg,mild
efca5073_S007F 13.jpg,mild
efcf0583_S028N 08.jpg,none
efcfa91e_S060L 11.jpg,none
efd44731_Posed Pain S017 03.jpg,none
efe5789d_S002F 07.jpg,none
efe78901_Neutral S065 13.jpg,none
efe78ce0_S034N 21.jpg,none
efe88cd7_Algometer Pain S055 10.jpg,none
efe8ccf9_S008L 11.jpg,none
efe9ed21_S061A 09.jpg,none
efea5352_Algometer Pain S033 20.jpg,none
eff1b717_Neutral S041 12.jpg,none
eff51989_Neutra S005 11.jpg,none
eff666a0_S039L 05.jpg,mild
eff697ca_Algometer Pain S035 19.jpg,none
eff77339_Neutral S068 04.jpg,none
eff98ad1_Neutral S045 09.jpg,none
effb401c_Neutral S039 07.jpg,none
effbb587_S037L 06.jpg,none
efff1d7c_Algometer Pain S041 16.jpg,moderate
f00a0864_Neutral S056 06.jpg,none
f0131398_S050L 21.jpg,none
f015d1ab_Neutral S058 08.jpg,mild
f0164ffb_S005L 06.jpg,none
f01b231b_Neutral S056 19.jpg,none
f01db303_S047A 19.jpg,none
f021da78_S016L 08.jpg,none
f023037e_S027L 15.jpg,mild
f0254c4e_S027L 19.jpg,none
f0267aab_Colour-S010A 08.jpg,none
f02938a7_S054A 10.jpg,none
f02c2469_Neutral S042 14.jpg,none
f02d535d_S023N 06.jpg,none
f038f417_S062L 07.jpg,mild
f03b6610_S055F 13.jpg,moderate
f03c6f5c_Algometer Pain-1 S019 13.jpg,mild
f03cd285_S027N 18.jpg,none
f03d088f_Algometer Pain S062 14.jpg,mild
f03d8565_Posed Pain1 24.jpg,none
f03da7b4_S051N 09.jpg,mild
f041eed9_S065A 06.jpg,none
f0438aa1_Posed Pain S039 19.jpg,none
f04401d0_Neutral S053 13.jpg,none
f044344e_S043A 15.jpg,none
f0448e71_S051N 15.jpg,none
f045109e_S042L 16.jpg,mild
f048964c_Posed Pain S025 21.jpg,none
f04eabc8_Neutral S009 21.jpg,none
f0502e97_Posed Pain S020 14.jpg,none
f050afab_Algometer Pain S002 12.jpg,none
f052b6cb_Neutral S018 14.jpg,none
f056a6c9_S025N 21.jpg,none
f0590fb7_S018F 16.jpg,moderate
f05927cc_Posed Pain S031 05.jpg,mild
f05b20d3_S028N 05.jpg,none
f05ef8d1_S017L 15.jpg,none
f061a411_Neutral S059 13.jpg,none
f064f026_Algometer Pain S068 14.jpg,none
f06803a1_Algometer Pain-1 S052 10.jpg,moderate
f0686a1e_Neutral S061 20.jpg,none
f06fc4e5_Algometer Pain S059 19.jpg,none
f07660d9_Posed Pain S066 03.jpg,none
f07cb4b9_Posed Pain S004 05.jpg,mild
f080e2f4_Neutral S009 20.jpg,none
f089d4bf_Neutral S035 08.jpg,mild
f08d7ba6_S059L 17.jpg,mild
f0919af6_S041F 13.jpg,none
f09453bf_S024L 22.jpg,none
f099f5a8_S039L 07.jpg,mild
f09b105f_Laser Pain S006 09.jpg,mild
f09c018a_S003L 03.jpg,none
f09f2247_S042F 04.jpg,none
f0a13926_S068F 17.jpg,mild
f0a2fd9b_Posed Pain S066 11.jpg,none
f0a41740_S030A 05.jpg,none
f0a635d7_S042L 06.jpg,none
f0a7cdd3_Neutral S047 13.jpg,none
f0aa031d_Neutral S067 14.jpg,none
f0aa5fdd_Algometer Pain S008 20.jpg,none
f0b54505_S065L 17.jpg,none
f0b6e206_Neutral S037 02.jpg,none
f0b76d29_Neutral S041 03.jpg,mild
f0bb1c32_S049A 14.jpg,mild
f0bb1fb8_Posed Pain S053 03.jpg,none
f0bb6a97_S028N 16.jpg,none
f0bc9716_Posed Pain S010 06.jpg,none
f0beeed2_Algometer Pain S051 09.jpg,none
f0c2f1d5_Neutral S001 06.jpg,none
f0c4e83d_Neutral S054 21.jpg,none
f0c5e345_Algometer Pain S003 18.jpg,mild
f0c731fd_S042F 08.jpg,none
f0c99ab2_Algometer Pain S008 23.jpg,none
f0cbce74_S065A 16.jpg,none
f0cfa62c_Neutral S038 11.jpg,none
f0d00be2_S045L 20.jpg,mild
f0d1f777_S027L 18.jpg,none
f0d41b7d_Algometer Pain S033 14.jpg,mild
f0d57131_S009F 03.jpg,mild
f0d5a904_Neutral S048 03.jpg,mild
f0dfb88d_Neutral S0036 18.jpg,none
f0e04f25_Algometer Pain S058 22.jpg,none
f0e34824_Neutral S001 04.jpg,none
f0e3c48e_Algometer Pain S025 12.jpg,none
f0e480a6_Posed Pain S038 04.jpg,mild
f0ea82c8_S023N 21.jpg,mild
f0ebad4b_S037L 18.jpg,none
f0ec0b3b_S055L 14.jpg,none
f0efa0c7_S062L 08.jpg,mild
f0f56bd6_Neutral S021 17.jpg,none
f0f599ca_Neutral S008 10.jpg,mild
f0f7860c_Posed Pain S033 03.jpg,none
f0f84fe3_Algometer Pain S055 19.jpg,none
f0f9f47e_S013L 03.jpg,none
f0fa87b9_Neutral S017 05.jpg,none
f0fc3c55_Neutral S001 16.jpg,none
f1093578_Posed Pain S036 20.jpg,none
f1093627_S045L 17.jpg,none
f1096636_Posed Pain S056 20.jpg,none
f10fef5c_S024L 05.jpg,none
f11004a8_S003L 19.jpg,none
f1109d79_Posed Pain S056 14.jpg,none
f112633b_S063A 20.jpg,none
f112a048_Posed Pain S004 19.jpg,none
f1143d65_Posed Pain S061 10.jpg,none
f1154e0f_Neutral S040 02.jpg,none
f11798a7_S057L 13.jpg,mild
f11be9a8_Algometer Pain-1 S052 10.jpg,mild
f11bfa00_S002L 08.jpg,mild
f11e743d_S020A 14.jpg,none
f11e7d95_S031L 15.jpg,mild
f11f476d_Neutral S007 14.jpg,none
f1240da1_Algometer Pain-1 S052 05.jpg,none
f12adca5_S010L 22.jpg,none
f130da14_L�ser S022 20.jpg,moderate
f1362c8f_Algometer Pain S007 12.jpg,none
f1393888_S051N 14.jpg,none
f1395a2e_Algometer Pain-1 S052 07.jpg,none
f13d8e32_S041L 08.jpg,none
f13ebc7b_Posed Pain S067 22.jpg,none
f13fe6b3_S034N 11.jpg,none
f145769c_S015F 03.jpg,none
f14ad8e4_Neutral S053 03.jpg,none
f14c9c2f_S052L 18.jpg,none
f14dd6ce_Neutral S021 16.jpg,mild
f14ee1ae_S068F 08.jpg,none
f14fe8f6_Posed Pain S043 21.jpg,none
f15039f6_S053L 11.jpg,none
f1530edf_Algometer Pain S024 20.jpg,none
f154f751_Posed Pain S013 17.jpg,moderate
f15837bd_S030A 17.jpg,none
f15d1c13_Algometer Pain-2 S052 15 (2).jpg,mild
f15eab66_S047A 22.jpg,none
f15ffc1c_Neutral S018 05.jpg,none
f16328c8_Posed Pain S032 10.jpg,mild
f1634dcd_Laser Pain S048 11.jpg,none
f1693e7d_Posed Pain S017 03.jpg,none
f16c9b7b_S066A 06.jpg,none
f16d09cf_Neutral S007 16.jpg,none
f1765940_Neutral S056 02.jpg,none
f1780697_Neutral S061 20.jpg,moderate
f1792f34_Neutral S041 04.jpg,none
f17c9a29_Posed Pain S058 16.jpg,none
f17e5ac2_Laser Pain S001 09_1.jpg,moderate
f181c67c_Neutra S006 08.jpg,none
f18409da_S029F 14.jpg,none
f1856871_S021L 11.jpg,mild
f185a091_S042F 15.jpg,mild
f18b4442_Neutral S004 17.jpg,none
f18f09e1_Neutral S008 15.jpg,none
f1911d4b_Neutral S001 05.jpg,none
f1962f51_Posed Pain S064 13.jpg,none
f1975dbf_S005F 04.jpg,mild
f19d10b4_Neutral S022 14.jpg,none
f19eec90_Laser Pain S048 05.jpg,none
f1a0f560_S004L 08.jpg,none
f1a46af5_Algometer Pain S007 06.jpg,none
